825,42
826,42
827,50
828,53
829,33
830,40
831,42
832,42
833,53
834,41
835,57
836,38
837,36
838,43
839,37
840,34
841,49
842,37
843,40
844,49
845,46
846,43
847,45
848,54
849,56
850,46
851,53
852,49
853,44
854,50
855,36
856,47
857,46
858,57
859,44
860,45
861,48
862,42
863,51
864,42
865,50
866,43
867,47
868,45
869,51
870,39
871,50
872,42
873,50
874,47
875,49
876,53
877,64
878,55
879,63
880,45
881,46
882,46
883,58
884,51
885,39
886,66
887,55
888,61
889,46
890,55
891,42
892,57
893,49
894,56
895,59
896,52
897,43
898,59
899,58
900,60
901,52
902,60
903,60
904,60
905,56
906,60
907,61
908,62
909,64
910,58
911,73
912,64
913,81
914,63
915,76
916,69
917,59
918,50
919,77
920,81
921,80
922,74
923,55
924,77
925,67
926,83
927,91
928,84
929,80
930,90
931,68
932,88
933,71
934,77
935,94
936,82
937,87
938,69
939,92
940,107
941,80
942,81
943,94
944,99
945,69
946,90
947,77
948,89
949,94
950,101
951,131
952,101
953,98
954,97
955,107
956,104
957,101
958,120
959,117
960,121
961,126
962,122
963,126
964,111
965,107
966,107
967,123
968,116
969,106
970,142
971,109
972,131
973,123
974,136
975,110
976,144
977,144
978,135
979,119
980,151
981,150
982,148
983,158
984,158
985,143
986,141
987,134
988,162
989,150
990,126
991,124
992,105
993,102
994,67
995,51
996,39
997,19
998,14
999,352
