0,1765
1,525
2,383
3,319
4,264
5,250
6,252
7,214
8,209
9,196
10,154
11,160
12,159
13,156
14,160
15,137
16,129
17,120
18,127
19,126
20,121
21,104
22,102
23,108
24,104
25,100
26,87
27,113
28,86
29,92
30,79
31,70
32,89
33,77
34,76
35,70
36,65
37,68
38,78
39,96
40,70
41,65
42,66
43,71
44,55
45,62
46,75
47,62
48,52
49,64
50,72
51,58
52,61
53,51
54,53
55,56
56,64
57,67
58,51
59,57
60,58
61,53
62,86
63,56
64,48
65,55
66,54
67,42
68,43
69,54
70,63
71,48
72,43
73,53
74,52
75,39
76,44
77,49
78,49
79,47
80,51
81,58
82,38
83,50
84,37
85,51
86,42
87,46
88,47
89,41
90,38
91,38
92,37
93,54
94,43
95,32
96,37
97,41
98,38
99,34
100,24
101,44
102,40
103,32
104,41
105,42
106,39
107,42
108,30
109,35
110,45
111,35
112,41
113,30
114,32
115,38
116,34
117,30
118,33
119,30
120,31
121,27
122,30
123,41
124,24
125,44
126,25
127,36
128,26
129,33
130,36
131,33
132,34
133,40
134,33
135,38
136,29
137,31
138,43
139,36
140,34
141,18
142,24
143,30
144,36
145,30
146,37
147,35
148,35
149,27
150,31
151,42
152,28
153,29
154,25
155,38
156,25
157,26
158,30
159,34
160,29
161,29
162,25
163,30
164,24
165,21
166,27
167,22
168,31
169,22
170,22
171,22
172,22
173,21
174,32
175,32
176,24
177,25
178,21
179,17
180,23
181,12
182,21
183,23
184,25
185,30
186,23
187,19
188,32
189,26
190,33
191,30
192,16
193,26
194,21
195,20
196,25
197,24
198,23
199,12
200,24
201,23
202,25
203,22
204,17
205,20
206,17
207,15
208,15
209,23
210,25
211,24
212,17
213,20
214,18
215,21
216,21
217,20
218,19
219,14
220,24
221,20
222,21
223,19
224,19
225,20
226,22
227,18
228,19
229,23
230,24
231,16
232,11
233,22
234,27
235,27
236,18
237,20
238,21
239,15
240,21
241,14
242,17
243,25
244,14
245,12
246,15
247,19
248,15
249,23
250,15
251,18
252,13
253,24
254,23
255,15
256,23
257,19
258,18
259,14
260,20
261,10
262,20
263,16
264,17
265,10
266,14
267,22
268,21
269,17
270,16
271,14
272,7
273,20
274,11
275,8
276,21
277,26
278,23
279,14
280,18
281,13
282,10
283,14
284,12
285,11
286,17
287,15
288,18
289,19
290,7
291,17
292,13
293,11
294,11
295,11
296,11
297,14
298,13
299,14
300,37
301,24
302,23
303,32
304,26
305,20
306,33
307,25
308,23
309,21
310,23
311,20
312,20
313,22
314,29
315,26
316,26
317,28
318,20
319,27
320,19
321,24
322,18
323,26
324,19
325,19
326,23
327,24
328,28
329,17
330,24
331,27
332,28
333,25
334,14
335,26
336,26
337,25
338,30
339,24
340,25
341,28
342,35
343,33
344,19
345,28
346,26
347,16
348,29
349,25
350,23
351,22
352,24
353,32
354,17
355,16
356,28
357,33
358,20
359,30
360,26
361,16
362,21
363,22
364,25
365,29
366,22
367,24
368,22
369,19
370,21
371,24
372,19
373,23
374,27
375,22
376,26
377,21
378,25
379,19
380,18
381,16
382,27
383,24
384,20
385,28
386,27
387,15
388,24
389,15
390,18
391,14
392,19
393,29
394,24
395,14
396,24
397,30
398,24
399,21
400,19
401,29
402,22
403,27
404,22
405,16
406,22
407,16
408,15
409,27
410,27
411,29
412,20
413,25
414,26
415,23
416,27
417,22
418,17
419,22
420,27
421,12
422,32
423,36
424,18
425,21
426,27
427,24
428,20
429,21
430,20
431,25
432,26
433,24
434,17
435,18
436,14
437,15
438,22
439,17
440,22
441,24
442,22
443,20
444,10
445,28
446,12
447,21
448,28
449,15
450,26
451,23
452,18
453,20
454,16
455,27
456,21
457,21
458,16
459,24
460,30
461,20
462,25
463,20
464,25
465,14
466,27
467,24
468,22
469,23
470,22
471,19
472,20
473,19
474,25
475,25
476,27
477,23
478,33
479,25
480,22
481,25
482,18
483,27
484,26
485,24
486,29
487,19
488,15
489,20
490,22
491,29
492,30
493,20
494,31
495,25
496,17
497,16
498,18
499,29
500,18
501,22
502,21
503,28
504,20
505,18
506,24
507,19
508,17
509,20
510,26
511,19
512,19
513,32
514,27
515,18
516,24
517,20
518,11
519,21
520,22
521,21
522,19
523,20
524,27
525,25
526,30
527,15
528,24
529,21
530,28
531,20
532,23
533,30
534,25
535,24
536,20
537,23
538,26
539,23
540,20
541,18
542,16
543,21
544,27
545,15
546,22
547,25
548,23
549,19
550,27
551,36
552,22
553,19
554,24
555,19
556,27
557,18
558,25
559,26
560,22
561,19
562,21
563,21
564,30
565,16
566,32
567,24
568,20
569,23
570,10
571,20
572,22
573,25
574,22
575,25
576,21
577,17
578,18
579,27
580,32
581,18
582,32
583,22
584,32
585,26
586,19
587,17
588,19
589,32
590,12
591,30
592,25
593,19
594,21
595,18
596,14
597,12
598,28
599,17
600,32
601,22
602,19
603,22
604,29
605,20
606,18
607,27
608,24
609,16
610,23
611,16
612,27
613,24
614,29
615,22
616,27
617,28
618,29
619,25
620,20
621,33
622,23
623,18
624,27
625,30
626,12
627,20
628,26
629,24
630,21
631,30
632,29
633,38
634,27
635,25
636,22
637,32
638,29
639,22
640,27
641,23
642,31
643,25
644,24
645,28
646,25
647,32
648,23
649,20
650,26
651,34
652,28
653,21
654,23
655,27
656,25
657,23
658,24
659,22
660,35
661,31
662,28
663,25
664,16
665,24
666,18
667,26
668,30
669,30
670,29
671,24
672,22
673,26
674,26
675,29
676,25
677,20
678,34
679,27
680,31
681,25
682,27
683,33
684,24
685,21
686,23
687,25
688,28
689,23
690,29
691,27
692,27
693,15
694,32
695,31
696,19
697,31
698,28
699,37
700,20
701,34
702,37
703,21
704,33
705,24
706,26
707,29
708,44
709,39
710,25
711,38
712,31
713,27
714,32
715,31
716,29
717,29
718,31
719,36
720,28
721,22
722,26
723,30
724,28
725,24
726,29
727,21
728,25
729,17
730,34
731,19
732,36
733,23
734,23
735,26
736,22
737,36
738,31
739,41
740,32
741,33
742,30
743,39
744,41
745,35
746,35
747,28
748,37
749,30
750,23
751,39
752,29
753,35
754,36
755,28
756,26
757,29
758,24
759,35
760,26
761,28
762,28
763,31
764,28
765,27
766,28
767,36
768,26
769,28
770,27
771,34
772,30
773,27
774,36
775,32
776,35
777,19
778,42
779,27
780,26
781,42
782,41
783,38
784,40
785,33
786,40
787,28
788,38
789,33
790,36
791,36
792,28
793,43
794,33
795,34
796,44
797,47
798,37
799,40
800,25
801,35
802,30
803,46
804,39
805,34
806,45
807,41
808,35
809,32
810,33
811,30
812,29
813,40
814,37
815,32
816,40
817,38
818,42
819,47
820,38
821,36
822,39
823,38
824,34
